url,price,rooms,area_m2,floor,district,build_type,renovation,bathroom,heating,condition,techpassport
https://somon.tj/adv/15002688_3-komn-kvartira-7-etazh-71-m2-18-mikroraion/,545000,3,71.0,7,18 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15078840_2-komn-kvartira-9-etazh-66-m2-18-mikroraion/,510000,2,66.0,9,18 микрорайон,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15255863_3-komn-kvartira-3-etazh-71-m2-18-mikroraion/,680000,3,71.0,3,18мкр,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/13497002_1-komn-kvartira-1-etazh-29-m2-31-mikroraion/,250000,1,29.0,2,31 мкр,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
https://somon.tj/adv/15188497_2-komn-kvartira-4-etazh-65-m2-28-mikroraion/,480000,2,65.0,4,28 микрорайон,Вторичный рынок,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/12379761_3-komn-kvartira-7-etazh-100-m2-tsentr/,800000,3,96.0,7,Универмаг,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15248600_3-komn-kvartira-5-etazh-80-m2-33-mikroraion/,795000,3,80.0,5,33 микрорайон,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15235468_2-komn-kvartira-1-etazh-66-m2-18-mikroraion/,575000,2,66.0,1,18 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15235701_3-komn-kvartira-3-etazh-100-m2-tuikhonai-tochikiston-32-mikr/,759000,3,100.0,3,"туйхонаи Точикистон ,32 мкр",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15235870_2-komn-kvartira-13-etazh-60-m2-34-mikroraion/,455000,2,60.0,13,34 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15090675_2-komn-kvartira-3-etazh-71-m2-13-mikroraion/,670000,2,71.0,3,13 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15089180_2-komn-kvartira-9-etazh-57-m2-13-mikr-zheu-amid/,530000,2,57.0,9,"13 мкр, Жэу Амид",Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15236903_2-komn-kvartira-7-etazh-98-m2-34-mikr-amid/,485000,2,98.0,7,34 микр Амид,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
https://somon.tj/adv/14927211_2-komn-kvartira-2-etazh-96-m2-19-mikroraion-amid/,780000,2,96.0,2,19 микрорайон Амид,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15203712_3-komn-kvartira-3-etazh-62-m2-34-mikr-sebarga/,575000,3,62.0,3,34 микр Себарга,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15203382_2-komn-kvartira-3-etazh-55-m2-34-mikroraion-anis/,380000,2,55.0,3,34 микрорайон Анис,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/14866887_2-komn-kvartira-10-etazh-59-m2-34-mikroraion/,285000,2,59.0,10,34 микрорайон,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15205214_2-komn-kvartira-1-etazh-50-m2-34-mikroraion/,350000,2,50.0,1,34 микрорайон,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
https://somon.tj/adv/14976485_2-komn-kvartira-7-etazh-61-m2-34-mikr-amid/,480000,2,61.0,7,34 микр Амид,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15184185_2-komn-kvartira-3-etazh-52-m2-34-mikroraion/,480000,2,52.0,3,34 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/14836475_2-komn-kvartira-9-etazh-56-m2-13-mikr-amid/,530000,2,56.0,9,13 микр Амид,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15103195_2-komn-kvartira-4-etazh-58-m2-34-mikroraion/,440000,2,58.0,4,34 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/14727807_3-komn-kvartira-5-etazh-69-m2-33mkr/,250000,1,53.0,4,33 мкр,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
https://somon.tj/adv/14749884_2-komn-kvartira-4-etazh-61-m2-18-mikroraion/,555000,2,61.0,4,18 микрорайон,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15269010_2-komn-kvartira-2-etazh-48-m2-12-mikroraion/,510000,2,48.0,2,12 микрорайон,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15195010_2-komn-kvartira-3-etazh-51-m2-34mkr-sebarga/,480000,2,51.0,3,34мкр,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/14885230_1-komn-kvartira-1-etazh-45-m2-8mkr/,255000,1,52.0,1,8мкр,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15103475_3-komn-kvartira-3-etazh-71-m2-13mkr/,680000,3,71.0,3,13мкр,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
https://somon.tj/adv/14681165_2-komn-kvartira-9-etazh-65-m2-34mkr-raiadom-magazin-anis/,495000,2,65.0,9,34мкр рядом Магазин Анис,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15284249_1-komn-kvartira-2-etazh-45-m2-pavaroti-lelingrad/,100000,1,45.0,2,гардиши Ленинград,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15286055_5-komn-kvartira-2-etazh-120-m2-91-mkr/,1300000,5,120.0,2,91 мкр,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15286049_1-komn-kvartira-8-etazh-50-m2-somoni/,344000,1,50.0,8,Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15286050_2-komn-kvartira-15-etazh-70-m2-somoni/,1069500,2,70.0,15,Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15228674_3-komn-kvartira-5-etazh-108-m2-sino-33-mkr/,1410000,3,108.0,5,"Сино, 33 мкр",Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15189932_3-komn-kvartira-7-etazh-100-m2-r-somoni/,1450000,3,100.0,7,р. Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15189539_3-komn-kvartira-11-etazh-82-m2-shokhmansur/,1099000,3,82.0,11,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15286037_2-komn-kvartira-15-etazh-70-m2-i-somoni/,1150000,2,70.0,15,И.Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15230647_2-komn-kvartira-11-etazh-61-m2-sino/,770000,2,61.0,11,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15286025_3-komn-kvartira-2-etazh-70-m2-84-mkr/,970000,3,70.0,2,84 мкр,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/12948238_3-komn-kvartira-6-etazh-90-m2-aini/,1000000,4,90.0,6,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15192606_3-komn-kvartira-8-etazh-94-m2-shokhmansur/,1230000,3,94.0,8,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15191935_3-komn-kvartira-7-etazh-100-m2-i-somoni/,1450000,3,100.0,7,И.Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/13519261_2-komn-kvartira-3-etazh-103-m2-29-mkr/,541000,2,103.0,3,29 мкр,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,
https://somon.tj/adv/15285832_1-komn-kvartira-5-etazh-27-m2-sino/,440000,1,27.0,5,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/14533561_2-komn-kvartira-9-etazh-76-m2-univermag/,575000,2,76.0,9,универмаг,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15076928_3-komn-kvartira-5-etazh-76-m2-sh-vakhdat-k-firdavsi-dom-46/,579500,3,76.0,5,к. Фирдавси,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15285942_3-komn-kvartira-2-etazh-70-m2-sino/,970000,3,70.0,2,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15102600_2-komn-kvartira-11-etazh-60-m2-i-somoni-shokh-palas/,1053000,2,60.0,11,И.Сомони Шох палас,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15102697_3-komn-kvartira-12-etazh-117-m2-firdavsi-chal-cham/,830000,3,117.0,12,Фирдавси Чал чам,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15102762_3-komn-kvartira-12-etazh-107-m2-firdavsi-chal-cham/,760000,3,107.0,12,Фирдавси Чал чам,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15285897_2-komn-kvartira-7-etazh-85-m2-n-sino-zarafshon/,810000,2,85.0,7,"Сино, Зарафшон",Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15064078_3-komn-kvartira-3-etazh-64-m2-ismoili-somoni/,799000,2,64.0,3,Исмоили Сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15056705_1-komn-kvartira-8-etazh-48-m2-sh-vakhdat-kuchai-rudaki/,270000,1,48.0,8,кучаи Рудаки,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15285866_6-komn-kvartira-2-etazh-270-m2-7kl-makhalai-khovaron/,900000,6,270.0,2,"7 км, махалаи Ховарон",Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15140323_3-komn-kvartira-3-etazh-95-m2-33-mkrn-gai/,980000,3,95.0,3,33 мкр/ГАИ,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15250742_2-komn-kvartira-4-etazh-44-m2-maiakovskii/,478000,2,44.0,4,Маяковский,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/15281436_2-komn-kvartira-11-etazh-50-m2-bemorkhonai-istiklol/,420000,2,50.0,11,Беморхонаи Истиклол,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15249521_2-komn-kvartira-3-etazh-55-m2-65mkr/,770000,2,55.0,3,65 мкр,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15213073_1-komn-kvartira-tsokolnyi-etazh-40-m2-8-mkr/,140000,1,40.0,,8 мкр,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15283063_1-komn-kvartira-2-etazh-45-m2-povoroti-lelingrad/,100000,1,45.0,2,поворотт Ленинграда,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14607986_1-komn-kvartira-tsokolnyi-etazh-40-m2-8-mkrn/,114500,1,40.0,,8 мкрн,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15199098_1-komn-kvartira-2-etazh-32-m2-ch-shakhraki-guliston/,105000,1,32.0,2,чамоати гулистон,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15219152_1-komn-kvartira-tsokolnyi-etazh-40-m2-8-mkr/,100000,1,40.0,,8 мкр,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15052128_1-komn-kvartira-tsokolnyi-etazh-45-m2-8mkr/,130000,1,38.0,,8мкр,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Есть
https://somon.tj/adv/15273535_1-komn-kvartira-tsokolnyi-etazh-38-m2-13-mkr/,120000,1,38.0,,13 мкр,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15035421_1-komn-kvartira-18-etazh-48-m2-shokhmansur-skoraia-balnitsa/,350000,1,48.0,18,"Шохмансур, Скорая Больница",Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14831163_3-komn-kvartira-10-etazh-130-m2-sino-chalcham/,970000,3,130.0,10,Сино Чалчам,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14987752_3-komn-kvartira-9-etazh-120-m2-sino-chalcham/,1330000,3,120.0,9,Сино ЧалЧам,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14829298_2-komn-kvartira-7-etazh-72-m2-sino-pushti-gai/,410000,2,72.0,7,Сино Пушти ГАИ,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15006521_3-komn-kvartira-12-etazh-120-m2-sino-kokhi-borbat/,1490000,3,120.0,12,Сино кохи Борбат,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15127715_3-komn-kvartira-7-etazh-60-m2-14-mikraraion/,520000,3,60.0,7,14 мкр,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
https://somon.tj/adv/14345044_4-komn-kvartira-12-etazh-109-m2-vodanasas/,900000,4,109.0,12,Воданасос,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14983732_2-komn-kvartira-4-etazh-82-m2-shokhmansur-ru-ba-rui-paikar/,840000,2,82.0,4,Шохмансур ру ба руи Пайкар,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14813301_2-komn-kvartira-15-etazh-90-m2-shchokhmansur-dom-pechat/,1260000,2,90.0,15,Шохмансур Дом печат,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15022851_1-komn-kvartira-6-etazh-68-m2-i-somoni-kuch-bukhoro/,476000,1,68.0,6,"И. Сомони, куч. Бухоро",Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15183838_3-komn-kvartira-4-etazh-87-m2-ismoil-somoni/,1200000,3,87.0,4,Исмоил Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15301836_2-komn-kvartira-6-etazh-88-m2-firdavsi/,695999,2,88.0,6,Фирдавси,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
https://somon.tj/adv/14912292_2-komn-kvartira-12-etazh-90-m2-firdavsi-kazino/,660000,2,90.0,12,Фирдавси Казино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15022191_4-komn-kvartira-3-etazh-126-m2-i-somoni-slavianskii/,1280000,4,126.0,3,И Сомони Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14973969_2-komn-kvartira-6-etazh-69-m2-slavianskii/,360000,2,69.0,6,Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14938538_3-komn-kvartira-14-etazh-98-m2-shokhmansur-aeroport/,1075000,3,98.0,14,Шохмансур Аэропорт,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14377379_2-komn-kvartira-6-etazh-76-m2-shapcharog/,325000,2,51.0,10,шабчарог,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
https://somon.tj/adv/15159247_1-komn-kvartira-2-etazh-44-m2-povorot-leningrad/,190000,1,44.0,2,поворот Ленинграда,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15302210_1-komn-kvartira-11-etazh-50-m2-101-mk/,400000,1,50.0,11,101 мкр,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
https://somon.tj/adv/15302183_3-komn-kvartira-11-etazh-74-m2-ismoili-somoni/,999000,3,74.0,11,исмоили сомони,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15302093_1-komn-kvartira-6-etazh-80-m2-ismoili-somoni-slavianskii/,980000,1,80.0,6,"Исмоили Сомони, Славянский",Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15302118_2-komn-kvartira-4-etazh-55-m2-4-mk-2-a-dom/,360000,2,55.0,4,4 мкр,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15302158_4-komn-kvartira-4-etazh-101-m2-102/,770226,4,101.0,4,102 мкр,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
https://somon.tj/adv/15302165_2-komn-kvartira-2-etazh-101-m2-sino-33-mkr/,840000,2,101.0,2,"Сино, 33 мкр",Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14837835_1-komn-kvartira-10-etazh-53-m2-somoni/,390000,2,62.0,8,Исмоили Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14921451_3-komn-kvartira-9-etazh-147-m2-somoni-prospekt-rudaki/,1890000,3,148.0,9,"Сомони, проспект Рудаки, Северная",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15302124_2-komn-kvartira-6-etazh-62-m2-ismoili-somoni/,960000,2,62.0,6,Исмоили Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15302146_4-komn-kvartira-4-etazh-112-m2-102/,854112,4,112.0,4,102 мкр,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
https://somon.tj/adv/15302107_3-komn-kvartira-15-etazh-80-m2-shokhmansur/,1150000,3,80.0,15,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15302099_1-komn-kvartira-3-etazh-59-m2-102/,449934,1,59.0,3,102 мкр,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
https://somon.tj/adv/15302112_1-komn-kvartira-6-etazh-58-m2-34mkr/,380000,1,58.0,6,34 мкр,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Есть
https://somon.tj/adv/13970436_2-komn-kvartira-4-etazh-56-m2-somoni/,1200000,2,56.0,4,Сомони,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15211193_3-komn-kvartira-9-etazh-100-m2-sino/,1199000,3,100.0,9,Сино,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15302060_3-komn-kvartira-8-etazh-95-m2-shokhmansur-aeroport/,1350000,3,95.0,8,"Шохмансур,Аэропорт",Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
https://somon.tj/adv/15302026_3-komn-kvartira-8-etazh-123-m2-estakadai-82/,1091500,3,123.0,8,Эстакадаи 82,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15302038_6-komn-kvartira-19-etazh-300-m2-shokhmansur-alfemo/,2350000,6,300.0,19,"Шохмансур, Алфемо",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15301795_1-komn-kvartira-6-etazh-55-m2-zarafshon/,750000,1,55.0,6,Зарафшон,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15301973_1-komn-kvartira-3-etazh-60-m2-102/,457560,1,60.0,3,102,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
https://somon.tj/adv/15301980_2-komn-kvartira-3-etazh-48-m2-34/,380000,2,48.0,3,34 мкр,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
https://somon.tj/adv/14837329_2-komn-kvartira-7-etazh-62-m2-i-somoni-pedinistmtut/,385000,2,62.0,7,"И. Сомони, Славянский",Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15063089_2-komn-kvartira-5-etazh-72-m2-slavianskii/,377000,2,72.0,5,Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14812733_3-komn-kvartira-10-etazh-76-m2-shokhmansur-guliagold/,1295000,3,76.0,10,"Шохмансур, Гуля голд",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15010754_3-komn-kvartira-9-etazh-96-m2-firdavsi-gardishi-sovetskii/,1280000,3,96.0,9,Фирдавси гардиши Советский,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14837805_3-komn-kvartira-7-etazh-107-m2-i-somoni-slavianskii/,560000,3,107.0,7,И Сомони Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15301941_3-komn-kvartira-16-etazh-99-m2-firdavsi/,700000,3,99.0,16,Фирдавси,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
https://somon.tj/adv/15301916_2-komn-kvartira-14-etazh-85-m2-khukumat-shokhmansur/,1135000,2,85.0,14,Хукумат Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15301917_1-komn-kvartira-19-etazh-53-m2-shokhmansur/,460000,1,53.0,19,Шохмансур,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Есть
https://somon.tj/adv/14863756_1-komn-kvartira-8-etazh-74-m2-slavianskii/,395000,1,74.0,8,Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14973879_1-komn-kvartira-6-etazh-50-m2-slavianskii/,327000,1,53.0,6,Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14926343_3-komn-kvartira-16-etazh-80-m2-shokhmansur-tanka/,765000,3,80.0,16,Шохмансур Танка,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15018240_3-komn-kvartira-5-etazh-105-m2-shokhmansur/,1300000,3,105.0,5,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15008676_3-komn-kvartira-10-etazh-114-m2-sino-chalcham/,950000,3,114.0,10,Сино Чалчам,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15008466_2-komn-kvartira-15-etazh-69-m2-102-mkr-arzon-turkiia/,799000,2,69.0,15,102 мкр Арзон Туркия,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15006619_2-komn-kvartira-12-etazh-60-m2-i-somoni/,960000,2,60.0,12,И Сомони,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/14813199_3-komn-kvartira-15-etazh-94-m2-shokhmansur-tanka/,1200000,3,94.0,15,Шохмансур Танка,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15002536_3-komn-kvartira-10-etazh-96-m2-sino-84-mkr/,830000,3,96.0,10,Сино 84 мкр,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14912423_1-komn-kvartira-10-etazh-74-m2-firdavsi-kazino/,570000,1,74.0,10,Фирдавси Казино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14811025_2-komn-kvartira-4-etazh-83-m2-shokhmansur-zirbak/,915000,2,83.0,4,Шохмансур Зирбак,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15298468_3-komn-kvartira-6-etazh-93-m2-novostroika/,370000,3,93.0,6,Бӯстон,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
https://somon.tj/adv/15194659_1-komn-kvartira-14-etazh-48-m2-shokhmansur/,340000,1,47.0,14,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15270198_2-komn-kvartira-14-etazh-91-m2-shokhmansur/,652000,2,91.0,14,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15107985_2-komn-kvartira-16-etazh-82-m2-molodezhni-teatr/,472000,2,82.0,16,Молодежный театр,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14919669_1-komn-kvartira-10-etazh-77-m2-i-somoni-alfemo-kucha-bukhoro/,795000,1,77.0,10,"И. Сомони, Алфемо, куча Бухоро",Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15179861_2-komn-kvartira-16-etazh-110-m2-sino/,635000,2,110.0,16,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14919106_3-komn-kvartira-15-etazh-113-m2-sino-91-mkr/,600000,3,113.0,15,Сино 91 Мкр,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14921586_2-komn-kvartira-15-etazh-62-m2-i-somoni-spartak/,960000,2,62.0,15,"И. Сомони, Спартак",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
https://somon.tj/adv/15107935_2-komn-kvartira-7-etazh-93-m2-3-baza/,548700,2,93.0,7,3-База,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/15164858_3-komn-kvartira-5-etazh-103-m2-shokhmansur/,1210000,3,103.0,5,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14846204_2-komn-kvartira-8-etazh-92-m2-slavianskii/,476000,2,92.0,8,Славянский,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
https://somon.tj/adv/14655384_2-komn-kvartira-2-etazh-45-m2-14-mikraraion/,435000,2,45.0,2,14 мкр,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
https://somon.tj/adv/15189910_3-komn-kvartira-5-etazh-110-m2-shchokhmansur-ovir/,1645000,3,110.0,5,"Шохмансур, ОВИР",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/15009561_3-komn-kvartira-3-etazh-100-m2-shchokhmansur-dom-pechat/,1300000,3,100.0,3,"Шохмансур, Дом Печать",Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
https://somon.tj/adv/14816354_2-komn-kvartira-14-etazh-80-m2-shokhmansur-ul-aini-53/,579000,2,80.0,14,Шохмансур ул Айни 53,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
