price,rooms,area_m2,floor,district,build_type,renovation,bathroom,heating,condition,techpassport
520000,2,91,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
520000,3,65,1,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
520000,2,65,4,Другое,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
520000,2,50,5,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
520000,2,53,3,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
520000,3,76,14,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
520000,2,50,5,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
520000,2,61,2,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Есть
520000,3,70,7,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
520000,2,54,5,Сино,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
520000,2,81,11,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
520000,1,46,12,Фирдавси,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
520000,3,65,2,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Есть
520000,1,40,1,Сино,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
520000,3,81,7,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
520000,4,76,13,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
520000,3,80,4,Сино,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Нет
520800,2,62,8,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
522000,1,32,1,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
522000,2,71,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
523000,3,80,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
523000,2,53,18,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
523600,2,77,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
525000,2,91,4,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
525000,2,93,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
525000,3,63,11,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
525000,2,72,9,Сино,Новостройка,С ремонтом,Раздельный,Есть,На стадии строительства,Нет
525000,2,64,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
525000,3,91,13,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
525000,2,81,11,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
525000,3,54,3,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
525000,2,55,5,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
525000,2,47,3,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
525000,2,64,5,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
525000,2,52,3,Другое,Вторичный рынок,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
525000,1,51,11,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
525000,2,53,7,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
525000,2,55,5,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
525000,1,48,10,Шохмансур,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
525000,2,35,4,Шохмансур,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
525000,1,75,15,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
525000,2,47,5,Фирдавси,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
525000,2,77,7,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
525000,2,56,5,Шохмансур,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
525000,2,64,5,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
525000,3,105,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
525000,2,81,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
525500,1,67,3,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
526000,1,70,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
526000,3,65,1,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
527000,2,91,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
527310,2,54,18,Другое,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
528000,2,79,3,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
528000,1,48,12,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
528000,2,54,18,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
528000,2,70,6,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
529000,1,69,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
529000,3,92,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
529000,1,74,7,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
529000,3,97,15,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
529000,2,47,3,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
529000,3,97,16,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
529000,2,91,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
529650,3,107,1,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
529999,3,98,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
530000,2,56,9,Сино,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
530000,2,65,14,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
530000,2,56,9,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
530000,2,65,10,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
530000,2,50,3,Другое,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
530000,3,103,14,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
530000,2,55,3,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Нет
530000,2,82,19,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
530000,2,63,8,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
530000,2,53,5,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
530000,2,57,9,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
530000,2,55,7,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
530000,3,102,4,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
530000,1,48,2,Сино,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
530000,3,94,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
530000,2,56,1,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
530000,3,103,14,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
530000,2,53,4,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Нет
530000,1,64,12,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
530000,3,70,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
530000,1,76,16,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
530000,3,74,8,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
530000,2,56,1,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
530000,2,56,1,Фирдавси,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
530000,2,82,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
530000,2,60,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
530000,2,63,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
530000,3,60,2,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
530000,2,46,1,Фирдавси,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
530000,2,77,11,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
530000,2,64,5,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Есть
530000,2,71,18,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
530000,2,97,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
530000,2,54,3,Фирдавси,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
530000,1,35,8,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
530000,1,40,1,Сино,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
530000,2,54,2,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
530000,2,68,2,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
530000,2,56,9,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
530000,2,78,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
530000,3,62,6,Другое,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
530000,2,92,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
530000,2,55,6,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
530000,2,65,2,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Нет
530000,2,46,1,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
530000,2,43,14,Фирдавси,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
530000,3,110,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
530000,4,98,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
530000,2,72,10,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
530000,2,56,4,Фирдавси,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
530000,2,57,9,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
530000,3,85,1,Другое,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
530000,2,53,9,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
531000,2,70,11,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
533000,1,80,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
533000,2,91,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
533000,2,54,19,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
533820,1,70,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
534000,2,76,12,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
534000,1,70,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
534000,3,107,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
535000,1,48,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
535000,3,67,10,Другое,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
535000,1,51,16,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
535000,2,66,15,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
535000,2,61,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
535000,3,90,4,Сино,Вторичный рынок,Новый ремонт,Раздельный,Есть,Построено,Есть
535000,2,78,10,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
535000,2,42,3,Шохмансур,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
535000,2,56,3,Фирдавси,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
535000,1,57,7,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
535000,1,56,7,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
535000,3,106,3,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
535000,4,69,5,Шохмансур,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
535000,2,80,7,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
535000,1,54,4,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Есть
535000,2,51,16,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
535036,2,74,1,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
535600,2,84,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
537000,1,65,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
538000,2,78,3,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
539000,2,50,2,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
539000,3,93,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
539000,2,43,4,Фирдавси,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
539000,2,43,4,Фирдавси,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
539000,2,83,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
539000,2,45,2,Фирдавси,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
540000,2,51,11,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,2,90,7,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
540000,1,54,18,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,1,48,7,Сино,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
540000,2,60,2,Фирдавси,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
540000,2,75,1,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
540000,2,63,4,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
540000,2,80,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
540000,2,45,4,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
540000,2,81,11,Шохмансур,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Есть
540000,2,77,9,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
540000,1,63,12,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,2,65,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
540000,2,82,13,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,1,47,13,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
540000,1,40,5,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
540000,2,50,12,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,2,68,15,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Нет
540000,2,50,7,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
540000,2,63,8,Другое,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
540000,2,75,1,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
540000,2,76,8,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
540000,1,48,2,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
540000,2,50,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,2,64,5,Другое,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
540000,3,72,12,Другое,Вторичный рынок,Новый ремонт,Раздельный,Есть,Построено,Есть
540000,2,50,7,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
540000,3,70,2,Другое,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
540000,2,50,7,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,2,74,1,Сино,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
540000,2,61,9,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
540000,1,55,7,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
540000,3,68,5,Сино,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
540000,3,71,7,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
540000,2,76,1,Другое,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
540000,3,76,4,Сино,Вторичный рынок,Новый ремонт,Совмещенный,Нет,Построено,Есть
540000,1,47,2,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
540000,2,43,14,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
540000,3,52,2,Другое,Вторичный рынок,Новый ремонт,Совмещенный,Есть,Построено,Есть
540000,2,63,11,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
540000,3,121,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
540000,2,98,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
540000,3,107,3,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
540001,1,61,9,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
541000,2,83,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
543000,1,50,9,Фирдавси,Вторичный рынок,Новый ремонт,Совмещенный,Есть,Построено,Есть
543400,1,65,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
544000,2,52,2,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
544000,3,91,15,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
545000,3,106,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
545000,2,48,3,Фирдавси,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
545000,2,71,13,Шохмансур,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
545000,2,77,13,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
545000,3,67,4,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
545000,1,60,5,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
545000,2,68,11,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
545000,3,71,7,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
545000,3,66,9,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Нет
545000,3,71,7,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
545000,2,48,2,Сино,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
545000,2,66,8,Сино,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
545000,2,48,8,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
545000,2,58,1,Сино,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
545000,3,99,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
545000,2,63,11,Сино,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
545000,2,58,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
546000,3,97,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
548000,2,64,7,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Нет
548700,2,93,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
549000,2,90,15,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
549000,3,74,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,На стадии строительства,Есть
549000,3,99,7,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
549000,3,83,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
549000,2,88,9,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
549000,4,80,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
549000,2,75,21,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
549000,3,74,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
549600,2,92,5,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
549999,2,50,6,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
550000,2,47,2,Другое,Вторичный рынок,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
550000,3,80,2,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
550000,2,72,3,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
550000,2,67,10,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
550000,4,69,1,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
550000,3,88,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
550000,2,42,3,Шохмансур,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
550000,3,90,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
550000,3,72,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
550000,1,35,8,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
550000,2,66,4,Фирдавси,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
550000,2,45,3,Шохмансур,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
550000,2,97,2,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
550000,2,68,2,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
550000,2,79,6,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
550000,2,80,7,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
550000,2,92,5,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
550000,2,65,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
550000,1,38,4,Другое,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
550000,2,49,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
550000,4,62,1,Сино,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
550000,2,42,3,Шохмансур,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
550000,2,63,6,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
550000,1,54,5,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
550000,2,60,6,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
550000,2,40,3,Фирдавси,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Есть
550000,3,68,3,Другое,Вторичный рынок,Новый ремонт,Раздельный,Есть,Построено,Есть
550000,2,50,1,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
550000,2,93,8,Шохмансур,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
550000,2,64,2,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
550000,3,106,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
550000,3,93,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
550000,2,43,14,Фирдавси,Новостройка,С ремонтом,Совмещенный,Есть,Построено,Нет
550000,3,70,1,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
550000,3,88,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
550000,2,55,3,Другое,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
550000,1,40,5,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
550000,2,60,6,Сино,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
550000,1,68,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
550000,2,97,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
550000,3,112,2,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
550000,2,60,2,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
550000,1,56,7,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
550000,1,46,2,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
550000,2,42,2,Шохмансур,Новостройка,Новый ремонт,Раздельный,Есть,Построено,Нет
550000,4,78,5,Другое,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
550000,2,80,6,Другое,Вторичный рынок,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
550000,2,43,14,Фирдавси,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
550000,2,54,4,Сино,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
550000,3,71,7,Сино,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Нет
550000,2,61,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
550000,2,62,12,Другое,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Нет
550000,1,40,10,Другое,Новостройка,Новый ремонт,Совмещенный,Есть,Построено,Есть
550000,2,83,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
