price,rooms,area_m2,floor,district,build_type,renovation,bathroom,heating,condition,techpassport
270000,1,52,1,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
270000,1,52,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
270000,2,59,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
270000,1,44,3,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
270000,1,51,9,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
270000,1,33,1,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
270000,3,78,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
270000,1,37,9,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
270000,1,45,1,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
270000,2,47,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
270000,1,48,6,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
270000,1,45,3,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
270000,2,60,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
270000,2,58,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
270000,2,54,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
270000,1,53,9,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
270000,2,44,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
270000,2,60,6,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
270000,1,46,6,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
270000,1,1234,3,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
270000,1,45,7,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
270000,1,48,8,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
270000,1,46,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
270300,2,61,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
271000,1,63,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
271000,2,57,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
271000,2,47,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
272000,2,66,11,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
272000,2,65,12,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
272000,2,56,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
272999,2,54,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
273000,2,65,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
273000,2,58,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,58,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,3,70,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
273000,2,58,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,65,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,58,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,58,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,58,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,58,7,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
273000,2,43,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
274000,1,53,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
274000,2,48,15,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
274000,1,68,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
274000,1,58,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
274999,2,55,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
275000,2,50,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
275000,1,55,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,1,81,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,1,40,6,Другое,Новостройка,С ремонтом,Раздельный,Нет,Построено,Нет
275000,2,45,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
275000,1,47,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,1,31,3,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
275000,1,54,9,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
275000,2,50,11,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
275000,1,50,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,2,68,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
275000,1,50,7,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,1,50,6,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,3,93,1,Другое,Вторичный рынок,С ремонтом,Раздельный,Есть,Построено,Есть
275000,2,61,6,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
275000,2,47,2,Фирдавси,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
275000,1,50,3,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,1,50,4,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,1,30,4,Сино,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
275000,2,55,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
275000,2,56,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,1,49,2,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
275000,2,62,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,2,46,10,Другое,Новостройка,С ремонтом,Раздельный,Есть,Построено,Есть
275000,2,54,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
275000,2,46,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
275000,2,68,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,2,58,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
275000,2,70,5,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275000,2,54,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
275000,1,58,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,1,55,5,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,2,50,2,Фирдавси,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Есть
275000,2,51,6,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Есть
275000,1,28,2,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
275000,2,49,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275000,2,50,16,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
275000,1,50,2,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
275005,1,33,6,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
275445,2,61,12,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
275445,2,69,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
275670,2,66,3,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
275990,1,60,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
276000,2,61,9,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
277000,2,43,1,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
277182,2,64,12,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
277300,2,71,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
278000,2,71,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
278000,2,52,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
278000,2,70,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
278000,2,56,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
278000,2,55,11,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
278000,2,54,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
278000,2,71,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,2,56,8,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
279000,3,56,3,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
279000,2,56,12,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,2,62,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,1,54,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,1,60,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,1,60,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,1,60,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,1,61,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279000,1,31,4,Сино,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
279000,1,60,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
279999,1,54,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
280000,2,54,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
280000,2,65,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
280000,1,55,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,36,4,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
280000,2,50,2,Другое,Вторичный рынок,Новый ремонт,Совмещенный,Нет,Построено,Есть
280000,2,50,1,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
280000,2,53,1,Фирдавси,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Нет
280000,1,53,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
280000,2,60,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,43,5,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
280000,1,60,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,42,1,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
280000,1,60,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,56,11,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,65,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
280000,2,49,10,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
280000,2,48,4,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
280000,1,35,1,Сино,Новостройка,С ремонтом,Раздельный,Нет,Построено,Есть
280000,2,45,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,71,1,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,37,5,Другое,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
280000,2,57,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
280000,1,60,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,60,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,50,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
280000,1,33,6,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
280000,2,60,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,53,1,Другое,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
280000,5,142,1,Другое,Вторичный рынок,Новый ремонт,Раздельный,Нет,Построено,Есть
280000,2,71,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,49,6,Другое,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
280000,4,78,5,Другое,Вторичный рынок,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
280000,2,64,11,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
280000,2,62,6,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,49,2,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280000,2,85,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,54,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
280000,2,102,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,1,42,8,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280000,1,48,8,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
280000,2,60,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
280000,2,60,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
280000,2,72,5,И. Сомони,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
280000,1,37,7,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
280000,2,53,6,И. Сомони,Новостройка,Новый ремонт,Совмещенный,Нет,Построено,Есть
280000,2,53,6,Фирдавси,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Нет
280500,1,51,2,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280500,1,51,3,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280500,1,51,8,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280500,1,51,5,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280500,1,51,7,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280500,1,51,4,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
280500,1,51,6,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
281000,1,55,2,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
281000,2,68,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
281250,2,63,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
282000,2,58,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
283000,2,68,12,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
283000,2,60,1,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
283500,1,63,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
283500,1,63,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
283650,1,61,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
284000,1,60,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
284000,2,64,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
284000,2,64,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,58,5,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
285000,2,61,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,2,51,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
285000,2,53,6,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
285000,1,48,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,2,62,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,1,45,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
285000,2,55,2,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,1,31,4,Сино,Вторичный рынок,С ремонтом,Совмещенный,Нет,Построено,Есть
285000,2,55,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,2,59,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,57,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,53,6,И. Сомони,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
285000,2,61,4,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,53,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,60,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,71,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
285000,2,43,1,Другое,Новостройка,Новый ремонт,Раздельный,Нет,На стадии строительства,Нет
285000,2,48,1,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,2,61,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,50,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,1,55,7,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
285000,1,60,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,1,42,6,Сино,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Нет
285000,2,62,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
285000,2,59,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,2,60,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
285000,1,55,4,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
285000,1,60,7,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
285000,1,60,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
286000,2,56,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
287000,2,50,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
287000,2,56,6,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
287000,1,32,4,Сино,Вторичный рынок,Новый ремонт,Совмещенный,Нет,Построено,Есть
288000,2,56,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
288000,2,64,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
288000,2,58,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
288000,2,64,14,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
288000,2,64,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
288000,2,40,4,Другое,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Нет
288000,2,64,8,Другое,Новостройка,Новый ремонт,Раздельный,Нет,Построено,Нет
288000,2,60,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
288000,1,48,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
288000,2,72,3,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
288000,2,56,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
288000,2,60,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
289000,2,56,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
289000,2,58,6,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
289000,2,61,12,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
289000,2,52,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
289000,2,61,6,Другое,Вторичный рынок,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
289000,2,58,11,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
289000,1,64,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
289000,1,55,1,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
289000,1,20,1,Сино,Вторичный рынок,С ремонтом,Совмещенный,Есть,Построено,Есть
289000,2,58,12,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
289500,2,60,13,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
289999,1,64,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
290000,2,70,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,2,45,6,Сино,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Есть
290000,1,64,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,2,61,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
290000,3,57,2,Сино,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
290000,1,48,4,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290000,1,58,5,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
290000,2,82,10,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,2,45,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,2,60,8,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,2,51,3,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,2,82,10,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
290000,2,71,5,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,2,49,6,Фирдавси,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290000,2,69,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,2,87,5,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,2,45,3,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
290000,3,85,11,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290000,2,70,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,2,68,7,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,2,50,8,И. Сомони,Вторичный рынок,С ремонтом,Раздельный,Нет,Построено,Есть
290000,2,62,5,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Есть,На стадии строительства,Нет
290000,1,48,8,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290000,3,76,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,1,50,6,Сино,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Есть
290000,1,58,9,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
290000,1,59,9,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
290000,2,67,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290000,2,66,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,2,51,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
290000,1,48,7,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290000,2,46,9,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Есть,Построено,Нет
290000,1,52,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,1,35,5,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
290000,2,49,10,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
290000,3,65,9,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Нет
290200,1,48,7,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Нет
290999,2,60,2,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
291000,3,86,13,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
291500,2,62,5,И. Сомони,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
